ano,mes,codigo_rnt,cod_mun,cod_dpto,estado_rnt,razon_social_establecimiento,departamento,municipio,categoria,num_emp1,sub_categoria,habitaciones,camas
2024,1,111044,20001,20,ACTIVO,LUIS ALBERTO MAESTRE MUZA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,11
2024,1,111045,20001,20,ACTIVO,LUIS ALBERTO MAESTRE MUZA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,15
2024,1,111052,20001,20,ACTIVO,HENRY JOSE QUINTERO JIMENEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,3
2024,1,111053,20001,20,ACTIVO,HENRY JOSE QUINTERO JIMENEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,4
2024,1,111967,20001,20,ACTIVO,HENRY JOSE QUINTERO JIMENEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,5
2024,4,111983,20001,20,ACTIVO,AMELSOFT,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,1,OTRO TIPO DE VIVIENDA TURÍSTICA,3,4
2024,4,111985,20001,20,ACTIVO,ANGELA MARIA LLANOS MUÑOZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,4
2024,3,112751,20001,20,ACTIVO,EDWIN RICARDO BARROS YEPES,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,10
2024,3,114276,20001,20,ACTIVO,INVERSIONES HOTEL LAS TORRES GEMELAS,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,50,98
2024,2,114280,20001,20,ACTIVO,APARTA HOTEL DON EDGAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,APARTAHOTEL,10,10
2024,3,114286,20001,20,ACTIVO,METE MONKEY,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,2,2
2024,3,115529,20001,20,ACTIVO,HOTEL LAS AMERICAS UNO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,15,8
2024,2,115532,20001,20,ACTIVO,HOTEL COLONIAL LA CASA DE SIEMPRE,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,10,13
2024,3,115533,20001,20,ACTIVO,VIE TON VOYAGE,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES OPERADORAS,0,0
2024,4,116213,20001,20,ACTIVO,HOTEL DEL COMERCIO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,17,26
2024,3,116214,20001,20,ACTIVO,H&Y SALAMANCA,CESAR,VALLEDUPAR,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,3,OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES,0,0
2024,2,116216,20001,20,ACTIVO,LAS PILONERAS APARTAHOTEL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,14,23
2024,3,117819,20001,20,ACTIVO,AMICHIS TRAVEL,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,1,117823,20001,20,ACTIVO,ESMERAL JARAMILLO  MARIA  JOSE,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,3,8
2024,3,117824,20001,20,ACTIVO,RAMON  DUQUE SARMIENTO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,5,5
2024,1,117825,20001,20,ACTIVO,HORTENSIA ISABEL BARBUDO FERNANDEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,3,6
2024,2,118348,20001,20,ACTIVO,NOLBERTO GEOVANNY BENAVIDES GUEPUD,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,2,4
2024,3,119733,20001,20,ACTIVO,HOTEL AVENTURA LA 23,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,12,16
2024,4,119734,20001,20,ACTIVO,APARTAHOTEL EL CACIQUE UPAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,4,APARTAHOTEL,59,187
2024,4,119740,20001,20,ACTIVO,PRESTO MAYALES,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE GASTRONOMÍA,5,RESTAURANTE DE AUTOSERVICIO,0,0
2024,3,121836,20001,20,ACTIVO,CASA CULTURAL Y DE HUESPEDES LA PILONERA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,6,6
2024,1,121841,20001,20,ACTIVO,KENDER  REDONDO SARMIENTO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,6,10
2024,4,121847,20001,20,ACTIVO,ALOJAMIENTO MOON,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,7,10
2024,2,121848,20001,20,ACTIVO,JAIRO JUNIOR RODRIGUEZ MORON,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,9
2024,2,122589,20001,20,ACTIVO,ADA LUZ TOVAR GONZALEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,1
2024,3,122591,20001,20,ACTIVO,HOTEL URUMITA MÁGICA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,12,13
2024,3,122593,20001,20,ACTIVO,MIZARE,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,1,8
2024,1,123781,20001,20,ACTIVO,MIZARE,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,2,OTRO TIPO DE VIVIENDA TURÍSTICA,1,10
2024,1,123790,20001,20,ACTIVO,NELLY CAROLINA ZULETA ACOSTA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,8,3
2024,3,125189,20001,20,ACTIVO,AVIANCATIKKE,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,2,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,2,126234,20001,20,ACTIVO,EMILIS ELIET LOPEZ AMAYA,CESAR,VALLEDUPAR,GUIAS DE TURISMO,0,GUIA DE TURISMO,0,0
2024,4,128058,20001,20,ACTIVO,ALEX ALFONSO NAVARRO MORA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,3,7
2024,3,129687,20001,20,ACTIVO,HOSPEDAJE YIYA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,13,13
2024,1,133091,20001,20,ACTIVO,FABIAN ALEXANDER CONSUEGRA GOMEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,6
2024,3,133092,20001,20,ACTIVO,SERINTEG COLOMBIA S.A.S,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,8
2024,3,133102,20001,20,ACTIVO,ELBA LUZ GOMEZ GARCIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,6
2024,4,133106,20001,20,ACTIVO,OMAIRA LISETH ANDRADE DE LEON,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,3,3
2024,3,133111,20001,20,ACTIVO,JOSEFINA ISABEL HERNANDEZ CABANA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,3,3
2024,2,133413,20001,20,ACTIVO,CAMILO ERNESTO ROMERO MEZA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,8
2024,3,134338,20001,20,ACTIVO,EDRIN.THE TRAVELERS.NET,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,4,137171,20001,20,ACTIVO,MEDINA'S INMOBILIARIA S.A.S,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,2,CASA TURÍSTICA,8,14
2024,3,137172,20001,20,ACTIVO,LUZ MARINA ROSENOW ARREGOCES,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,8,14
2024,4,137183,20001,20,ACTIVO,MEDINA'S INMOBILIARIA S.A.S,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,2,APARTAMENTO TURÍSTICO,8,14
2024,2,137187,20001,20,ACTIVO,CAFETERIA Y HOSTAL CASA MARTINA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,8,14
2024,2,139493,20001,20,ACTIVO,NATALI ANDREA MENDOZA BOTERO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,8,14
2024,4,139496,20001,20,ACTIVO,ANGYE DANIELA RETAVISCA ARIZA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,4,5
2024,4,139501,20001,20,ACTIVO,HOTEL REAL DEL VALLE,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,5,HOTEL,19,19
2024,3,139521,20001,20,ACTIVO,HOTEL LEYENDA VALLENATA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,6,6
2024,4,142875,20001,20,ACTIVO,PACHECO ESCRIBA EDINSON,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,5
2024,3,142877,20001,20,ACTIVO,CENTRO LOGISTICO TRANSCAR,CESAR,VALLEDUPAR,EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR,2,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0
2024,2,142879,20001,20,ACTIVO,LEIVA PEREZ ERIKA SUGEY,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,1,8
2024,4,143326,20001,20,ACTIVO,HOTEL MANA PLAZA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,8,24
2024,3,144090,20001,20,ACTIVO,RESIDENCIAS MOMPOX,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,10,20
2024,3,144091,20001,20,ACTIVO,MACAW TRAVEL,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,4,145906,20001,20,ACTIVO,MARIA ALEJANDRA ARGOTE OBREDOR,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,1,FINCA TURISTICA (ALOJAMIENTO RURAL),1,14
2024,1,146816,20001,20,ACTIVO,MEILLER GEOVANNY MARTINEZ DIAZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,3,3
2024,3,146818,20001,20,ACTIVO,MAILEN ISABEL CARO HERNANDEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,2,2
2024,1,146821,20001,20,ACTIVO,KELLY JOHANA DELGADO JOJOA,CESAR,VALLEDUPAR,GUIAS DE TURISMO,0,GUIA DE TURISMO,0,0
2024,3,147525,20001,20,ACTIVO,HOSTAL WILLI´S HOME,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,8,15
2024,3,149548,20001,20,ACTIVO,JOSHUA  REINA MONTOYA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,4,18
2024,2,149551,20001,20,ACTIVO,YENNIFER VALENTINA PEREZ GARCIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,6
2024,1,149988,20001,20,ACTIVO,ESTHER JUDITH SALCEDO PEÑA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,4,10
2024,1,150437,20001,20,ACTIVO,IVAN DANIEL MAESTRE MUZA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,5,9
2024,3,150494,20001,20,ACTIVO,MARY NAYARITH VILLAZON VILLALVA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,1
2024,1,150707,20001,20,ACTIVO,HENRY JOSE QUINTERO JIMENEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,6
2024,3,150863,20001,20,ACTIVO,ARISTIDES BALDOMERO CONTRERAS FERNANDEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,FINCA TURISTICA (ALOJAMIENTO RURAL),1,4
2024,4,150866,20001,20,ACTIVO,CASA CAMPO BETTEL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,GLAMPING,5,15
2024,1,151075,20001,20,ACTIVO,JACKELINE  JALKH SIERRA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,3
2024,1,152076,20001,20,ACTIVO,LAURA VANESA PAREDES RODRIGUEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,2
2024,3,153710,20001,20,ACTIVO,NULBIS ROSARIO DIAZ DAZA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,4
2024,4,153711,20001,20,ACTIVO,LAURA MARCELA RODRIGUEZ MORENO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,1,2
2024,4,153715,20001,20,ACTIVO,MARIA DEL PILAR MATTOS ARDILA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,3,8
2024,1,155505,20001,20,ACTIVO,CALDERON VILLALBA VERONICA JOHANNA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,1,5
2024,4,156130,20001,20,ACTIVO,JOSE SANTIAGO ESTOR GARCIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,7
2024,3,156138,20001,20,ACTIVO,BARRESTAURANTE GUACAO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE GASTRONOMÍA,1,RESTAURANTE,0,0
2024,5,156140,20001,20,ACTIVO,HOTEL CAMPESTRE VILLA OCHA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,5,HOTEL,25,60
2024,2,156313,20001,20,ACTIVO,VALLENATOUR,CESAR,VALLEDUPAR,EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR,1,OPERADOR DE CHIVAS,0,0
2024,3,156314,20001,20,ACTIVO,HOSTERIA RANCHO REGIS,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,5,CENTRO VACACIONAL,13,50
2024,4,157086,20001,20,ACTIVO,BM 182,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,7,6
2024,4,159316,20001,20,ACTIVO,ANA MARCELA GUTIERREZ TRUJILLO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,3,6
2024,4,161096,20001,20,ACTIVO,HOTEL GALANNI,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,8,11
2024,3,162727,20001,20,ACTIVO,HOTEL PLAZA COLONIAL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOTEL,20,30
2024,3,162729,20001,20,ACTIVO,HOTEL ESCALA GC VALLEDUPAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,14,20
2024,3,163261,20001,20,ACTIVO,EXCURSIONES DEL CESAR EXCURCESAR,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,4,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,2,163691,20001,20,ACTIVO,LEONOR ELISA DANGOND CASTRO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,3
2024,3,163916,20001,20,ACTIVO,HOTEL VILLALBA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,10,30
2024,3,163922,20001,20,ACTIVO,MARIA ALEJANDRA GUTIERREZ GUERRERO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,2,APARTAMENTO TURÍSTICO,1,5
2024,3,163923,20001,20,ACTIVO,HOTEL LA ESMERALDA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,6,6
2024,4,163926,20001,20,ACTIVO,EL CAMPESTRE RESTO BAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE GASTRONOMÍA,1,RESTAURANTE,0,0
2024,3,163936,20001,20,ACTIVO,ANDREA CRISTINA ASSIS FIERRO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,4,10
2024,3,163941,20001,20,ACTIVO,ENCANTO VALLENATO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,17,22
2024,3,164952,20001,20,ACTIVO,HOTEL MARIA EUGENIA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,8,9
2024,3,165980,20001,20,ACTIVO,HOTEL VISTA HERMOSA HJ,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,7,12
2024,3,165989,20001,20,ACTIVO,IVAN JOSE DE ARMAS LURAN,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,FINCA TURISTICA (ALOJAMIENTO RURAL),1,6
2024,7,166989,20001,20,ACTIVO,INMOBILIARIA MARUP,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,4,167038,20001,20,ACTIVO,SAID  JOSE CORTES  CALDERON,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,4
2024,3,167039,20001,20,ACTIVO,YOLANDA  NAVARRO SANCHEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,4
2024,4,168340,20001,20,ACTIVO,SEINDY TATIANA GONZALEZ ACOSTA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,11
2024,4,168341,20001,20,ACTIVO,ARIANI DE DIOS LASTRE ESCAÑO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,1,CASA TURÍSTICA,6,8
2024,1,169271,20001,20,ACTIVO,VALERY HERNANDO CASTRO VELEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,4,10
2024,1,169272,20001,20,ACTIVO,JORGE ARMANDO MARTINEZ PEREIRA,CESAR,VALLEDUPAR,GUIAS DE TURISMO,0,GUIA DE TURISMO,0,0
2024,1,169274,20001,20,ACTIVO,ANTONELLA  CASTRO HERRERA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,3,12
2024,2,169277,20001,20,ACTIVO,MARIO DAVID BAUTISTA COSTA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,3,6
2024,3,169281,20001,20,ACTIVO,HOTEL SAMARK,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,7,12
2024,3,169282,20001,20,ACTIVO,LICET ROSA DAZA DAZA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,1
2024,4,171882,20001,20,ACTIVO,BIBLOS EXPRESS.,CESAR,VALLEDUPAR,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,1,OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES,0,0
2024,3,171884,20001,20,ACTIVO,QUINTERO FONSECA OSCAR JAVIER,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,4,10
2024,2,172319,20001,20,ACTIVO,FABIAN EMILIO RUIZ RESTREPO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,2
2024,3,172470,20001,20,ACTIVO,TCM ENGINEERING GROUP,CESAR,VALLEDUPAR,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,1,OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES,0,0
2024,4,172870,20001,20,ACTIVO,MONICA PATRICIA OROZCO ZULETA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,11,4
2024,3,172884,20001,20,ACTIVO,HOTEL VANS,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,4,HOTEL,24,28
2024,3,172920,20001,20,ACTIVO,LEONARDO  VIDAL TOBAR,CESAR,VALLEDUPAR,GUIAS DE TURISMO,0,GUIA DE TURISMO,0,0
